Symptoms,Outcome,Weight
 HICCUPS,NON-SERIOUS INJURIES/ ILLNESS,2
 HICCUPS,VISITED A HEALTH CARE PROVIDER,2
 HIATUS HERNIA,SERIOUS INJURIES/ ILLNESS,2
 HERPES ZOSTER,LIFE THREATENING,2
 HERPES ZOSTER,HOSPITALIZATION,2
 HERPES VIRUS INFECTION, VISITED AN ER,2
 HERNIA PAIN, VISITED AN ER,2
 HERNIA PAIN,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HERNIA OBSTRUCTIVE, SERIOUS INJURIES/ ILLNESS,2
 HERNIA OBSTRUCTIVE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HERNIA OBSTRUCTIVE,HOSPITALIZATION,2
 HERNIA,DISABILITY,2
 HEPATOTOXICITY,VISITED AN ER,2
 HEPATOTOXICITY,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HEPATOSPLENOMEGALY,DEATH,2
 HEPATOMEGALY,LIFE THREATENING,2
 HEPATOMEGALY,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HEPATOMEGALY,DEATH,2
 HEPATOCELLULAR DAMAGE, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HEPATOCELLULAR DAMAGE, LIFE THREATENING,2
 HEPATOCELLULAR DAMAGE, NON-SERIOUS INJURIES/ ILLNESS,2
 HEPATITIS TOXIC, HOSPITALIZATION,2
 HEPATITIS TOXIC,HOSPITALIZATION,2
 HEPATITIS E ANTIBODY POSITIVE,HOSPITALIZATION,2
 HEPATITIS CHOLESTATIC, VISITED A HEALTH CARE PROVIDER,2
 HEPATITIS C VIRUS TEST, VISITED A HEALTH CARE PROVIDER,2
 HEPATITIS C VIRUS TEST, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEPATITIS C,VISITED A HEALTH CARE PROVIDER,2
 HEPATITIS A, LIFE THREATENING,2
 HEPATITIS A, NON-SERIOUS INJURIES/ ILLNESS,2
 HEPATIC PAIN, VISITED A HEALTH CARE PROVIDER,2
 HEPATIC PAIN,SERIOUS INJURIES/ ILLNESS,2
 HEPATIC NEOPLASM MALIGNANT,DISABILITY,2
 HEPATIC NEOPLASM MALIGNANT,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEPATIC NEOPLASM,HOSPITALIZATION,2
 HEPATIC MASS, VISITED A HEALTH CARE PROVIDER,2
 HEPATIC MASS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEPATIC MASS,VISITED A HEALTH CARE PROVIDER,2
 HEPATIC MASS,HOSPITALIZATION,2
 HEPATIC INFECTION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEPATIC FUNCTION ABNORMAL, DISABILITY,2
 HEPATIC FIBROSIS, HOSPITALIZATION,2
 HEPATIC ENZYME INCREASED, DEATH,2
 HEPATIC ENZYME INCREASED,DEATH,2
 HEPATIC ENZYME ABNORMAL,DISABILITY,2
 HEPATIC ENZYME ABNORMAL,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEPATIC ENCEPHALOPATHY, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HEPATIC ENCEPHALOPATHY, LIFE THREATENING,2
 HEPATIC ENCEPHALOPATHY,HOSPITALIZATION,2
 HEPATIC CIRRHOSIS,VISITED A HEALTH CARE PROVIDER,2
 HEPATIC CIRRHOSIS,DEATH,2
 HEPATIC ATROPHY, VISITED A HEALTH CARE PROVIDER,2
 HEPATIC ATROPHY, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEPATIC ATROPHY,HOSPITALIZATION,2
 HEMIPLEGIA,SERIOUS INJURIES/ ILLNESS,2
 HEMIPLEGIA,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEMIPLEGIA, HOSPITALIZATION,2
 HEMIPARESIS,SERIOUS INJURIES/ ILLNESS,2
 HELMINTHIC INFECTION, DISABILITY,2
 HELMINTHIC INFECTION,VISITED AN ER,2
 HELMINTHIC INFECTION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HELICOBACTER GASTRITIS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HELICOBACTER GASTRITIS, VISITED AN ER,2
 HELICOBACTER GASTRITIS,VISITED A HEALTH CARE PROVIDER,2
 HEAT RASH,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEAT ILLNESS, VISITED AN ER,2
 HEAT ILLNESS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEART INJURY,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HEART DISEASE CONGENITAL, VISITED A HEALTH CARE PROVIDER,2
 HEART DISEASE CONGENITAL, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HEART DISEASE CONGENITAL,SERIOUS INJURIES/ ILLNESS,2
 HEARING IMPAIRED,HOSPITALIZATION,2
 HEADACHE,CONGENITAL ANOMALY,2
 HEADACHE, CONGENITAL ANOMALY,2
 HEAD INJURY, DEATH,2
 HEAD INJURY, LIFE THREATENING,2
 HEAD INJURY, NON-SERIOUS INJURIES/ ILLNESS,2
 HEAD DISCOMFORT, VISITED A HEALTH CARE PROVIDER,2
 HEAD DISCOMFORT,SERIOUS INJURIES/ ILLNESS,2
 HEAD DISCOMFORT,LIFE THREATENING,2
 HEAD DISCOMFORT, VISITED AN ER,2
 HEAD DISCOMFORT,NON-SERIOUS INJURIES/ ILLNESS,2
 HANGOVER, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HANGOVER,SERIOUS INJURIES/ ILLNESS,2
 HANGOVER,NON-SERIOUS INJURIES/ ILLNESS,2
 HAIR TEXTURE ABNORMAL, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HAIR TEXTURE ABNORMAL, LIFE THREATENING,2
 HAIR GROWTH ABNORMAL, NON-SERIOUS INJURIES/ ILLNESS,2
 HAIR COLOUR CHANGES, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HAIR COLOUR CHANGES,HOSPITALIZATION,2
 HAEMORRHAGIC STROKE,HOSPITALIZATION,2
 HAEMORRHAGE SUBCUTANEOUS,VISITED A HEALTH CARE PROVIDER,2
 HAEMORRHAGE INTRACRANIAL, SERIOUS INJURIES/ ILLNESS,2
 HAEMORRHAGE INTRACRANIAL, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 HAEMORRHAGE INTRACRANIAL, VISITED AN ER,2
 HAEMORRHAGE INTRACRANIAL, LIFE THREATENING,2
 HAEMORRHAGE INTRACRANIAL,DEATH,2
 HAEMORRHAGE, DEATH,2
 HAEMOLYTIC ANAEMIA, VISITED A HEALTH CARE PROVIDER,2
 HAEMOGLOBIN INCREASED, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HAEMOGLOBIN INCREASED,SERIOUS INJURIES/ ILLNESS,2
 HAEMOGLOBIN INCREASED,LIFE THREATENING,2
 HAEMODYNAMIC INSTABILITY, VISITED A HEALTH CARE PROVIDER,2
 HAEMODYNAMIC INSTABILITY,HOSPITALIZATION,2
 HAEMATURIA, SERIOUS INJURIES/ ILLNESS,2
 HAEMATURIA,DISABILITY,2
 HAEMATOMA, VISITED AN ER,2
 HAEMATOMA,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 HAEMATEMESIS,LIFE THREATENING,2
 HAEMATEMESIS, LIFE THREATENING,2
 GYNAECOMASTIA, DISABILITY,2
 GROWTH RETARDATION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GROWTH RETARDATION,HOSPITALIZATION,2
 GROIN PAIN, SERIOUS INJURIES/ ILLNESS,2
 GROIN PAIN,VISITED A HEALTH CARE PROVIDER,2
 GOUT, VISITED AN ER,2
 GLOSSODYNIA, DISABILITY,2
 GLOSSODYNIA, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GLOSSODYNIA,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GLOBULINS INCREASED,HOSPITALIZATION,2
 GLAUCOMA,SERIOUS INJURIES/ ILLNESS,2
 GINGIVAL SWELLING, SERIOUS INJURIES/ ILLNESS,2
 GINGIVAL SWELLING,VISITED A HEALTH CARE PROVIDER,2
 GINGIVAL PAIN,DISABILITY,2
 GINGIVAL PAIN,HOSPITALIZATION,2
 GINGIVAL INFECTION,VISITED A HEALTH CARE PROVIDER,2
 GINGIVAL DISORDER,NON-SERIOUS INJURIES/ ILLNESS,2
 GINGIVAL BLEEDING, VISITED A HEALTH CARE PROVIDER,2
 GINGIVAL BLEEDING, HOSPITALIZATION,2
 GINGIVAL BLEEDING, NON-SERIOUS INJURIES/ ILLNESS,2
 GIARDIASIS, VISITED A HEALTH CARE PROVIDER,2
 GIARDIASIS,VISITED AN ER,2
 GIARDIASIS,VISITED A HEALTH CARE PROVIDER,2
 GIARDIASIS, HOSPITALIZATION,2
 GESTATIONAL DIABETES,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GENITAL RASH,NON-SERIOUS INJURIES/ ILLNESS,2
 GENITAL RASH,VISITED A HEALTH CARE PROVIDER,2
 GENITAL PAIN, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GENITAL HYPOAESTHESIA,NON-SERIOUS INJURIES/ ILLNESS,2
 GENITAL HAEMORRHAGE, VISITED A HEALTH CARE PROVIDER,2
 GENITAL HAEMORRHAGE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GENITAL HAEMORRHAGE,SERIOUS INJURIES/ ILLNESS,2
 GENITAL HAEMORRHAGE, HOSPITALIZATION,2
 GENERALISED OEDEMA, LIFE THREATENING,2
 GENERALISED ERYTHEMA,LIFE THREATENING,2
 GENERALISED ERYTHEMA, NON-SERIOUS INJURIES/ ILLNESS,2
 GENERAL PHYSICAL HEALTH DETERIORATION, SERIOUS INJURIES/ ILLNESS,2
 GENERAL PHYSICAL HEALTH DETERIORATION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GASTROOESOPHAGEAL REFLUX DISEASE,CONGENITAL ANOMALY,2
 GASTROINTESTINAL TRACT MUCOSAL PIGMENTATION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL TRACT IRRITATION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL TRACT IRRITATION, NON-SERIOUS INJURIES/ ILLNESS,2
 GASTROINTESTINAL SOUNDS ABNORMAL,SERIOUS INJURIES/ ILLNESS,2
 GASTROINTESTINAL PERFORATION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL PERFORATION, HOSPITALIZATION,2
 GASTROINTESTINAL PAIN, SERIOUS INJURIES/ ILLNESS,2
 GASTROINTESTINAL OEDEMA, VISITED A HEALTH CARE PROVIDER,2
 GASTROINTESTINAL OEDEMA,DISABILITY,2
 GASTROINTESTINAL OEDEMA, LIFE THREATENING,2
 GASTROINTESTINAL OEDEMA, HOSPITALIZATION,2
 GASTROINTESTINAL OBSTRUCTION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL OBSTRUCTION,VISITED A HEALTH CARE PROVIDER,2
 GASTROINTESTINAL OBSTRUCTION, HOSPITALIZATION,2
 GASTROINTESTINAL OBSTRUCTION,HOSPITALIZATION,2
 GASTROINTESTINAL NECROSIS,VISITED AN ER,2
 GASTROINTESTINAL NECROSIS,DEATH,2
 GASTROINTESTINAL INJURY, VISITED AN ER,2
 GASTROINTESTINAL INJURY,DISABILITY,2
 GASTROINTESTINAL INJURY,HOSPITALIZATION,2
 GASTROINTESTINAL INFLAMMATION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL INFLAMMATION,NON-SERIOUS INJURIES/ ILLNESS,2
 GASTROINTESTINAL INFECTION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL INFECTION, DEATH,2
 GASTROINTESTINAL INFECTION, HOSPITALIZATION,2
 GASTROINTESTINAL INFECTION, NON-SERIOUS INJURIES/ ILLNESS,2
 GASTROINTESTINAL HYPOMOTILITY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROINTESTINAL HAEMORRHAGE, SERIOUS INJURIES/ ILLNESS,2
 GASTROINTESTINAL HAEMORRHAGE, DEATH,2
 GASTROINTESTINAL DISCOMFORT, VISITED AN ER,2
 GASTROINTESTINAL DISCOMFORT,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GASTROENTERITIS VIRAL,DISABILITY,2
 GASTROENTERITIS VIBRIO, SERIOUS INJURIES/ ILLNESS,2
 GASTROENTERITIS VIBRIO,CONGENITAL ANOMALY,2
 GASTROENTERITIS SALMONELLA, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTROENTERITIS AEROMONAS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GASTROENTERITIS AEROMONAS, VISITED A HEALTH CARE PROVIDER,2
 GASTROENTERITIS AEROMONAS,VISITED AN ER,2
 GASTROENTERITIS AEROMONAS, HOSPITALIZATION,2
 GASTROENTERITIS AEROMONAS, NON-SERIOUS INJURIES/ ILLNESS,2
 GASTRITIS BACTERIAL,SERIOUS INJURIES/ ILLNESS,2
 GASTRITIS,LIFE THREATENING,2
 GASTRIC ULCER HAEMORRHAGE, NON-SERIOUS INJURIES/ ILLNESS,2
 GASTRIC ULCER,LIFE THREATENING,2
 GASTRIC PH INCREASED, VISITED AN ER,2
 GASTRIC PERFORATION, SERIOUS INJURIES/ ILLNESS,2
 GASTRIC PERFORATION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GASTRIC PERFORATION,HOSPITALIZATION,2
 GASTRIC MUCOSA ERYTHEMA, VISITED AN ER,2
 GASTRIC MUCOSA ERYTHEMA,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTRIC INFECTION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTRIC HAEMORRHAGE, VISITED A HEALTH CARE PROVIDER,2
 GASTRIC DISORDER, SERIOUS INJURIES/ ILLNESS,2
 GASTRIC DISORDER, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GASTRIC DISORDER, LIFE THREATENING,2
 GASTRIC DILATATION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GASTRIC DILATATION,HOSPITALIZATION,2
 GAMMA-GLUTAMYLTRANSFERASE INCREASED, SERIOUS INJURIES/ ILLNESS,2
 GAMMA-GLUTAMYLTRANSFERASE INCREASED, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 GAMMA-GLUTAMYLTRANSFERASE INCREASED, VISITED A HEALTH CARE PROVIDER,2
 GAMMA-GLUTAMYLTRANSFERASE INCREASED,NON-SERIOUS INJURIES/ ILLNESS,2
 GAMMA-GLUTAMYLTRANSFERASE INCREASED, NON-SERIOUS INJURIES/ ILLNESS,2
 GALLBLADDER POLYP, HOSPITALIZATION,2
 GALLBLADDER PAIN,HOSPITALIZATION,2
 GALLBLADDER OPERATION,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 GALLBLADDER DISORDER,NON-SERIOUS INJURIES/ ILLNESS,2
 FURUNCLE,HOSPITALIZATION,2
 FUNGAL SKIN INFECTION,VISITED A HEALTH CARE PROVIDER,2
 FUNGAL INFECTION, DISABILITY,2
 FUNGAL INFECTION,NON-SERIOUS INJURIES/ ILLNESS,2
 FULL BLOOD COUNT DECREASED, DEATH,2
 FREQUENT BOWEL MOVEMENTS,DISABILITY,2
 FREQUENT BOWEL MOVEMENTS, LIFE THREATENING,2
 FRACTURE, LIFE THREATENING,2
 FORMICATION,NON-SERIOUS INJURIES/ ILLNESS,2
 FOREIGN BODY TRAUMA, DISABILITY,2
 FOREIGN BODY TRAUMA,DISABILITY,2
 FOREIGN BODY TRAUMA,DEATH,2
 FOREIGN BODY TRAUMA, NON-SERIOUS INJURIES/ ILLNESS,2
 FOREIGN BODY IN EYE, VISITED AN ER,2
 FOREIGN BODY IN EYE,NON-SERIOUS INJURIES/ ILLNESS,2
 FOREIGN BODY ASPIRATION, HOSPITALIZATION,2
 FOREIGN BODY, DISABILITY,2
 FOREIGN BODY, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 FOREIGN BODY,SERIOUS INJURIES/ ILLNESS,2
 FOOT DEFORMITY,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FOOD POISONING,SERIOUS INJURIES/ ILLNESS,2
 FOOD CRAVING,NON-SERIOUS INJURIES/ ILLNESS,2
 FOETAL NON-STRESS TEST ABNORMAL, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FOETAL NON-STRESS TEST ABNORMAL,VISITED A HEALTH CARE PROVIDER,2
 FOETAL HEART RATE ABNORMAL,VISITED A HEALTH CARE PROVIDER,2
 FOETAL EXPOSURE TIMING UNSPECIFIED,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FOETAL EXPOSURE DURING PREGNANCY,CONGENITAL ANOMALY,2
 FOETAL EXPOSURE DURING PREGNANCY, VISITED A HEALTH CARE PROVIDER,2
 FOETAL EXPOSURE DURING PREGNANCY, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FOETAL DISTRESS SYNDROME, CONGENITAL ANOMALY,2
 FOETAL DISTRESS SYNDROME,LIFE THREATENING,2
 FOCAL SEGMENTAL GLOMERULOSCLEROSIS, VISITED A HEALTH CARE PROVIDER,2
 FOCAL SEGMENTAL GLOMERULOSCLEROSIS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FOCAL SEGMENTAL GLOMERULOSCLEROSIS,HOSPITALIZATION,2
 FOAMING AT MOUTH, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 FOAMING AT MOUTH, LIFE THREATENING,2
 FOAMING AT MOUTH,DEATH,2
 FOAMING AT MOUTH, NON-SERIOUS INJURIES/ ILLNESS,2
 FLUSHING, DISABILITY,2
 FLANK PAIN,VISITED AN ER,2
 FLANK PAIN,DISABILITY,2
 FINGER DEFORMITY,NON-SERIOUS INJURIES/ ILLNESS,2
 FIBROSIS, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FIBROMYALGIA, DISABILITY,2
 FIBROMYALGIA,VISITED AN ER,2
 FIBROMYALGIA,HOSPITALIZATION,2
 FIBRIN D DIMER INCREASED,VISITED A HEALTH CARE PROVIDER,2
 FEMORAL NECK FRACTURE, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 FEMORAL NECK FRACTURE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FEMORAL NECK FRACTURE,HOSPITALIZATION,2
 FEELING OF DESPAIR,NON-SERIOUS INJURIES/ ILLNESS,2
 FEELING OF BODY TEMPERATURE CHANGE,SERIOUS INJURIES/ ILLNESS,2
 FEELING OF BODY TEMPERATURE CHANGE,DISABILITY,2
 FEELING GUILTY, VISITED AN ER,2
 FEELING GUILTY,NON-SERIOUS INJURIES/ ILLNESS,2
 FEELING DRUNK, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FEELING COLD,SERIOUS INJURIES/ ILLNESS,2
 FEEDING DISORDER OF INFANCY OR EARLY CHILDHOOD, VISITED A HEALTH CARE PROVIDER,2
 FEEDING DISORDER OF INFANCY OR EARLY CHILDHOOD, NON-SERIOUS INJURIES/ ILLNESS,2
 FEEDING DISORDER OF INFANCY OR EARLY CHILDHOOD,HOSPITALIZATION,2
 FEEDING DISORDER NEONATAL,VISITED AN ER,2
 FEAR OF DEATH, SERIOUS INJURIES/ ILLNESS,2
 FAT REDISTRIBUTION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FAT REDISTRIBUTION,VISITED A HEALTH CARE PROVIDER,2
 FALLOPIAN TUBE CANCER METASTATIC, DEATH,2
 FALLOPIAN TUBE CANCER METASTATIC,VISITED A HEALTH CARE PROVIDER,2
 FALLOPIAN TUBE CANCER,VISITED A HEALTH CARE PROVIDER,2
 FAILURE TO THRIVE, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 FAILURE TO THRIVE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FAILURE TO THRIVE,VISITED A HEALTH CARE PROVIDER,2
 FAILURE TO THRIVE,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 FAILURE TO THRIVE,HOSPITALIZATION,2
 FAECES PALE, VISITED AN ER,2
 FAECES HARD,VISITED A HEALTH CARE PROVIDER,2
 FAECALOMA,VISITED AN ER,2
 FAECALOMA,VISITED A HEALTH CARE PROVIDER,2
 FAECAL OCCULT BLOOD POSITIVE,VISITED A HEALTH CARE PROVIDER,2
 FAECAL OCCULT BLOOD POSITIVE, HOSPITALIZATION,2
 FAECAL INCONTINENCE, VISITED AN ER,2
 FAECAL INCONTINENCE, DEATH,2
 FACIAL PARESIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 FACIAL PARESIS,HOSPITALIZATION,2
 FACIAL PALSY, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 FACIAL PAIN, DISABILITY,2
 FACIAL PAIN, VISITED A HEALTH CARE PROVIDER,2
 FACIAL PAIN,VISITED AN ER,2
 FACE INJURY,DISABILITY,2
 FACE INJURY, LIFE THREATENING,2
 FACE INJURY, NON-SERIOUS INJURIES/ ILLNESS,2
 FACE INJURY,HOSPITALIZATION,2
 EYELIDS PRURITUS,VISITED A HEALTH CARE PROVIDER,2
 EYELIDS PRURITUS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EYELID RASH, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EYELID RASH,VISITED A HEALTH CARE PROVIDER,2
 EYELID PTOSIS,NON-SERIOUS INJURIES/ ILLNESS,2
 EYELID PTOSIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EYELID PTOSIS,HOSPITALIZATION,2
 EYELID OEDEMA, VISITED A HEALTH CARE PROVIDER,2
 EYELID OEDEMA,VISITED AN ER,2
 EYELID MARGIN CRUSTING, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EYELID MARGIN CRUSTING,VISITED A HEALTH CARE PROVIDER,2
 EYELID IRRITATION,VISITED A HEALTH CARE PROVIDER,2
 EYELID DISORDER, LIFE THREATENING,2
 EYE ROLLING, VISITED A HEALTH CARE PROVIDER,2
 EYE ROLLING, LIFE THREATENING,2
 EYE ROLLING,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EYE ROLLING, HOSPITALIZATION,2
 EYE ROLLING,HOSPITALIZATION,2
 EYE REDNESS, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 EYE REDNESS,VISITED AN ER,2
 EYE PRURITUS,LIFE THREATENING,2
 EYE PAIN, SERIOUS INJURIES/ ILLNESS,2
 EYE PAIN,LIFE THREATENING,2
 EYE OEDEMA,HOSPITALIZATION,2
 EYE INJURY, VISITED AN ER,2
 EYE INFLAMMATION, VISITED AN ER,2
 EYE INFLAMMATION,HOSPITALIZATION,2
 EYE INFECTION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 EYE INFECTION,VISITED AN ER,2
 EYE INFECTION, VISITED AN ER,2
 EYE HAEMORRHAGE,NON-SERIOUS INJURIES/ ILLNESS,2
 EYE HAEMORRHAGE,HOSPITALIZATION,2
 EYE DISORDER, SERIOUS INJURIES/ ILLNESS,2
 EYE DISORDER, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 EYE DISORDER,NON-SERIOUS INJURIES/ ILLNESS,2
 EYE DISCHARGE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EYE DISCHARGE,HOSPITALIZATION,2
 EYE ALLERGY,NON-SERIOUS INJURIES/ ILLNESS,2
 EXPOSURE TO TOXIC AGENT, SERIOUS INJURIES/ ILLNESS,2
 EXPOSURE TO TOXIC AGENT, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 EXPOSURE TO TOXIC AGENT,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EXPOSURE TO TOXIC AGENT, NON-SERIOUS INJURIES/ ILLNESS,2
 EXPOSURE TO TOXIC AGENT,HOSPITALIZATION,2
 EXPIRED DRUG ADMINISTERED,SERIOUS INJURIES/ ILLNESS,2
 EXOSTOSIS,VISITED AN ER,2
 EXOPHTHALMOS, HOSPITALIZATION,2
 EXERCISE TOLERANCE DECREASED, VISITED A HEALTH CARE PROVIDER,2
 EXERCISE TOLERANCE DECREASED, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EXERCISE TOLERANCE DECREASED, LIFE THREATENING,2
 EXERCISE TOLERANCE DECREASED,HOSPITALIZATION,2
 EXCORIATION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 EXCORIATION, NON-SERIOUS INJURIES/ ILLNESS,2
 EXCESSIVE GRANULATION TISSUE, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EXCESSIVE GRANULATION TISSUE,VISITED A HEALTH CARE PROVIDER,2
 EXCESSIVE EYE BLINKING,VISITED A HEALTH CARE PROVIDER,2
 EXCESSIVE EYE BLINKING,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EUPHORIC MOOD, LIFE THREATENING,2
 ESCHERICHIA INFECTION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 ESCHERICHIA INFECTION, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 ESCHERICHIA INFECTION,LIFE THREATENING,2
 ESCHERICHIA BACTERAEMIA, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 ESCHERICHIA BACTERAEMIA, VISITED A HEALTH CARE PROVIDER,2
 ESCHERICHIA BACTERAEMIA, VISITED AN ER,2
 ESCHERICHIA BACTERAEMIA,DISABILITY,2
 ERYTHEMA OF EYELID, NON-SERIOUS INJURIES/ ILLNESS,2
 EROSIVE OESOPHAGITIS,OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 ERECTILE DYSFUNCTION, REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 ERECTILE DYSFUNCTION,VISITED AN ER,2
 ERECTILE DYSFUNCTION, LIFE THREATENING,2
 EPISTAXIS, SERIOUS INJURIES/ ILLNESS,2
 EPISTAXIS,REQ. INTERVENTION TO PRVNT PERM. IMPRMNT.,2
 EPILEPSY,VISITED AN ER,2
 EPILEPSY,DISABILITY,2
 EPIGASTRIC DISCOMFORT,VISITED AN ER,2
 EPIDIDYMAL TENDERNESS,VISITED A HEALTH CARE PROVIDER,2
 EPIDIDYMAL CYST, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 EPIDIDYMAL CYST,VISITED A HEALTH CARE PROVIDER,2
 EOSINOPHILIA MYALGIA SYNDROME, DISABILITY,2
 EOSINOPHILIA MYALGIA SYNDROME,VISITED A HEALTH CARE PROVIDER,2
 EOSINOPHILIA, VISITED A HEALTH CARE PROVIDER,2
 EOSINOPHIL COUNT INCREASED, VISITED A HEALTH CARE PROVIDER,2
 EOSINOPHIL COUNT INCREASED, LIFE THREATENING,2
 ENZYME ABNORMALITY, VISITED A HEALTH CARE PROVIDER,2
 ENZYME ABNORMALITY, OTHER SERIOUS (IMPORTANT MEDICAL EVENTS),2
 ENZYME ABNORMALITY,VISITED A HEALTH CARE PROVIDER,2
 ENZYME ABNORMALITY, LIFE THREATENING,2
 ENTEROCOLITIS,SERIOUS INJURIES/ ILLNESS,2
